Timestamp,Message,Source_Ip,EventID,targetUserName,task
1/4/2024 11:37,An account was logged off.,211.190.069.194,4625,kirtan,Logoff
1/4/2024 11:38,An account was logged off.,191.238.138.076,4634,suresh,LoginFailure
1/4/2024 11:39,An account failed to log on.,198.091.067.013,4624,dinesh,Logon
1/4/2024 11:40,An account was successfully logged on.,030.102.200.244,4624,vishal,Logon
1/4/2024 11:41,An account was successfully logged on.,118.004.021.202,4634,vishal,Logoff
1/4/2024 11:42,An account was logged off.,067.046.025.181,4634,suresh,Logon
1/4/2024 11:43,An account was successfully logged on.,175.090.213.174,4634,dinesh,Logon
1/4/2024 11:44,An account was successfully logged on.,142.121.214.188,4634,dinesh,Logoff
1/4/2024 11:45,An account was logged off.,191.083.172.155,4634,suresh,Logon
1/4/2024 11:46,An account was successfully logged on.,111.101.217.151,4634,suresh,LoginFailure
1/4/2024 11:47,An account failed to log on.,106.238.134.077,4625,dinesh,Logon
1/4/2024 11:48,An account was successfully logged on.,127.016.187.219,4624,vishal,LoginFailure
1/4/2024 11:49,An account failed to log on.,147.236.161.169,4634,pratham,LoginFailure
1/4/2024 11:50,An account failed to log on.,038.114.249.088,4625,ramesh,LoginFailure
1/4/2024 11:51,An account failed to log on.,022.221.004.217,4624,dinesh,Logon
1/4/2024 11:52,An account was successfully logged on.,232.153.187.184,4624,suresh,LoginFailure
1/4/2024 11:53,An account failed to log on.,135.152.112.041,4634,pratham,Logoff
1/4/2024 11:54,An account was logged off.,083.099.196.132,4625,pratham,Logoff
1/4/2024 11:55,An account was logged off.,094.089.198.028,4624,suresh,LoginFailure
1/4/2024 11:56,An account failed to log on.,141.142.170.011,4624,Priyansh,Logoff
1/4/2024 11:57,An account was logged off.,180.224.240.030,4634,kirtan,Logon
1/4/2024 11:58,An account was successfully logged on.,177.064.224.060,4634,kirtan,LoginFailure
1/4/2024 11:59,An account failed to log on.,102.062.224.111,4624,vishal,Logoff
1/4/2024 12:00,An account was logged off.,059.187.130.064,4634,kirtan,Logoff
1/4/2024 12:01,An account was logged off.,174.239.225.067,4634,dinesh,LoginFailure
1/4/2024 12:02,An account failed to log on.,221.144.210.250,4625,pratham,Logoff
1/4/2024 12:03,An account was logged off.,219.080.019.190,4625,dinesh,Logoff
1/4/2024 12:04,An account was logged off.,086.055.002.061,4634,suresh,Logoff
1/4/2024 12:05,An account was logged off.,081.086.208.223,4634,vishal,Logon
1/4/2024 12:06,An account was successfully logged on.,050.160.193.071,4634,vishal,Logon
1/4/2024 12:07,An account was successfully logged on.,158.203.089.182,4625,suresh,LoginFailure
1/4/2024 12:08,An account failed to log on.,000.171.181.135,4625,Priyansh,Logoff
1/4/2024 12:09,An account was logged off.,005.009.098.225,4625,dinesh,Logoff
1/4/2024 12:10,An account was logged off.,207.112.072.038,4625,dinesh,LoginFailure
1/4/2024 12:11,An account failed to log on.,052.145.110.213,4634,pratham,Logoff
1/4/2024 12:12,An account was logged off.,184.134.051.108,4634,dinesh,Logon
1/4/2024 12:13,An account was successfully logged on.,227.064.093.127,4634,dinesh,Logoff
1/4/2024 12:14,An account was logged off.,190.018.098.112,4625,suresh,LoginFailure
1/4/2024 12:15,An account failed to log on.,094.039.209.232,4625,suresh,Logoff
1/4/2024 12:16,An account was logged off.,013.227.216.123,4634,dinesh,Logoff
1/4/2024 12:17,An account was logged off.,110.012.182.169,4625,suresh,Logoff
1/4/2024 12:18,An account was logged off.,130.103.192.032,4625,kirtan,LoginFailure
1/4/2024 12:19,An account failed to log on.,066.246.034.120,4625,pratham,Logon
1/4/2024 12:20,An account was successfully logged on.,144.004.098.007,4625,suresh,Logoff
1/4/2024 12:21,An account was logged off.,031.025.183.136,4634,ramesh,Logon
1/4/2024 12:22,An account was successfully logged on.,004.179.137.192,4634,dinesh,Logon
1/4/2024 12:23,An account was successfully logged on.,239.120.077.129,4625,dinesh,LoginFailure
1/4/2024 12:24,An account failed to log on.,037.062.094.175,4634,pratham,Logoff
1/4/2024 12:25,An account was logged off.,007.003.138.009,4624,Priyansh,Logon
1/4/2024 12:26,An account was successfully logged on.,098.064.004.237,4634,pratham,Logon
1/4/2024 12:27,An account was successfully logged on.,053.251.083.066,4625,vishal,Logoff
1/4/2024 12:28,An account was logged off.,001.092.135.155,4634,kirtan,Logoff
1/4/2024 12:29,An account was logged off.,055.059.229.210,4624,kirtan,Logoff
1/4/2024 12:30,An account was logged off.,039.037.063.186,4634,kirtan,Logoff
1/4/2024 12:31,An account was logged off.,139.078.251.020,4634,pratham,Logoff
1/4/2024 12:32,An account was logged off.,117.195.167.100,4625,dinesh,Logoff
1/4/2024 12:33,An account was logged off.,159.034.246.205,4634,pratham,LoginFailure
1/4/2024 12:34,An account failed to log on.,217.128.007.223,4625,Priyansh,Logon
1/4/2024 12:35,An account was successfully logged on.,021.056.220.038,4624,dinesh,Logoff
1/4/2024 12:36,An account was logged off.,078.230.190.051,4624,Priyansh,LoginFailure
1/4/2024 12:37,An account failed to log on.,156.027.107.080,4634,pratham,Logon
1/4/2024 12:38,An account was successfully logged on.,060.046.131.145,4634,dinesh,Logon
1/4/2024 12:39,An account was successfully logged on.,181.122.212.085,4634,dinesh,Logoff
1/4/2024 12:40,An account was logged off.,058.183.166.025,4634,dinesh,LoginFailure
1/4/2024 12:41,An account failed to log on.,014.134.021.067,4624,pratham,Logon
1/4/2024 12:42,An account was successfully logged on.,149.132.017.101,4634,dinesh,Logon
1/4/2024 12:43,An account was successfully logged on.,061.009.175.076,4634,vishal,Logoff
1/4/2024 12:44,An account was logged off.,079.085.114.235,4625,vishal,Logoff
1/4/2024 12:45,An account was logged off.,020.072.204.089,4634,Priyansh,Logon
1/4/2024 12:46,An account was successfully logged on.,054.226.178.025,4634,Priyansh,Logoff
1/4/2024 12:47,An account was logged off.,081.168.003.102,4624,vishal,Logoff
1/4/2024 12:48,An account was logged off.,186.115.186.053,4634,pratham,LoginFailure
1/4/2024 12:49,An account failed to log on.,208.044.007.072,4634,suresh,LoginFailure
1/4/2024 12:50,An account failed to log on.,229.023.219.232,4625,pratham,Logoff
1/4/2024 12:51,An account was logged off.,150.070.029.111,4625,pratham,Logoff
1/4/2024 12:52,An account was logged off.,081.079.184.112,4625,vishal,Logoff
1/4/2024 12:53,An account was logged off.,019.156.029.175,4634,ramesh,LoginFailure
1/4/2024 12:54,An account failed to log on.,010.110.254.187,4625,dinesh,LoginFailure
1/4/2024 12:55,An account failed to log on.,101.210.034.225,4625,pratham,LoginFailure
1/4/2024 12:56,An account failed to log on.,116.248.022.043,4625,pratham,LoginFailure
1/4/2024 12:57,An account failed to log on.,018.049.200.196,4625,Priyansh,Logoff
1/4/2024 12:58,An account was logged off.,087.253.119.004,4634,vishal,Logoff
1/4/2024 12:59,An account was logged off.,099.165.062.135,4634,Priyansh,Logoff
1/4/2024 13:00,An account was logged off.,103.034.115.032,4625,pratham,LoginFailure
1/4/2024 13:01,An account failed to log on.,113.151.037.236,4624,suresh,LoginFailure
1/4/2024 13:02,An account failed to log on.,052.243.131.138,4634,suresh,Logoff
1/4/2024 13:03,An account was logged off.,193.069.092.067,4634,kirtan,LoginFailure
1/4/2024 13:04,An account failed to log on.,187.176.179.056,4625,ramesh,LoginFailure
1/4/2024 13:05,An account failed to log on.,004.181.143.187,4634,ramesh,LoginFailure
1/4/2024 13:06,An account failed to log on.,023.212.116.034,4634,Priyansh,LoginFailure
1/4/2024 13:07,An account failed to log on.,210.210.119.229,4624,dinesh,Logoff
1/4/2024 13:08,An account was logged off.,207.092.078.185,4634,Priyansh,Logoff
1/4/2024 13:09,An account was logged off.,121.166.204.089,4624,dinesh,LoginFailure
1/4/2024 13:10,An account failed to log on.,130.036.161.169,4625,suresh,Logoff
1/4/2024 13:11,An account was logged off.,169.180.156.051,4634,kirtan,Logon
1/4/2024 13:12,An account was successfully logged on.,023.231.038.127,4634,kirtan,Logoff
1/4/2024 13:13,An account was logged off.,019.209.225.110,4634,pratham,LoginFailure
1/4/2024 13:14,An account failed to log on.,216.115.235.209,4624,vishal,Logoff
1/4/2024 13:15,An account was logged off.,221.172.136.034,4625,pratham,Logon
1/4/2024 13:16,An account was successfully logged on.,199.121.246.091,4625,vishal,Logoff
1/4/2024 13:17,An account was logged off.,115.117.000.254,4625,suresh,Logoff
1/4/2024 13:18,An account was logged off.,004.061.241.169,4624,Priyansh,LoginFailure
1/4/2024 13:19,An account failed to log on.,236.019.017.254,4625,pratham,Logoff
1/4/2024 13:20,An account was logged off.,144.128.143.224,4625,pratham,LoginFailure
1/4/2024 13:21,An account failed to log on.,156.047.242.007,4624,vishal,Logon
1/4/2024 13:22,An account was successfully logged on.,186.082.015.230,4634,dinesh,Logon
1/4/2024 13:23,An account was successfully logged on.,249.088.160.170,4625,kirtan,Logoff
1/4/2024 13:24,An account was logged off.,032.226.188.061,4634,vishal,Logoff
1/4/2024 13:25,An account was logged off.,013.155.220.053,4625,pratham,Logoff
1/4/2024 13:26,An account was logged off.,014.234.206.230,4624,dinesh,Logoff
1/4/2024 13:27,An account was logged off.,252.136.200.064,4634,pratham,Logon
1/4/2024 13:28,An account was successfully logged on.,045.080.127.050,4625,Priyansh,Logoff
1/4/2024 13:29,An account was logged off.,060.154.119.135,4625,suresh,Logoff
1/4/2024 13:30,An account was logged off.,209.039.024.115,4625,pratham,LoginFailure
1/4/2024 13:31,An account failed to log on.,090.145.058.132,4624,kirtan,Logoff
1/4/2024 13:32,An account was logged off.,178.135.246.250,4634,pratham,Logoff
1/4/2024 13:33,An account was logged off.,085.122.071.243,4634,ramesh,Logon
1/4/2024 13:34,An account was successfully logged on.,250.181.129.055,4625,kirtan,Logoff
1/4/2024 13:35,An account was logged off.,214.063.082.035,4625,dinesh,Logoff
1/4/2024 13:36,An account was logged off.,145.004.179.246,4634,vishal,LoginFailure
1/4/2024 13:37,An account failed to log on.,205.151.061.026,4624,Priyansh,LoginFailure
1/4/2024 13:38,An account failed to log on.,238.141.057.012,4634,pratham,LoginFailure
1/4/2024 13:39,An account failed to log on.,244.211.033.001,4625,vishal,Logoff
1/4/2024 13:40,An account was logged off.,196.255.062.071,4634,kirtan,LoginFailure
1/4/2024 13:41,An account failed to log on.,071.008.189.156,4625,Priyansh,LoginFailure
1/4/2024 13:42,An account failed to log on.,170.251.057.140,4634,suresh,LoginFailure
1/4/2024 13:43,An account failed to log on.,251.018.220.161,4625,Priyansh,LoginFailure
1/4/2024 13:44,An account failed to log on.,152.176.147.185,4625,kirtan,Logoff
1/4/2024 13:45,An account was logged off.,130.050.051.133,4625,ramesh,Logoff
1/4/2024 13:46,An account was logged off.,070.129.017.109,4625,vishal,LoginFailure
1/4/2024 13:47,An account failed to log on.,055.139.124.010,4624,dinesh,Logon
1/4/2024 13:48,An account was successfully logged on.,087.058.004.086,4625,Priyansh,Logoff
1/4/2024 13:49,An account was logged off.,046.104.122.150,4625,pratham,Logoff
1/4/2024 13:50,An account was logged off.,248.086.195.126,4634,kirtan,LoginFailure
1/4/2024 13:51,An account failed to log on.,184.186.238.096,4624,Priyansh,Logoff
1/4/2024 13:52,An account was logged off.,017.139.116.181,4634,kirtan,Logoff
1/4/2024 13:53,An account was logged off.,056.122.185.018,4625,vishal,Logon
1/4/2024 13:54,An account was successfully logged on.,094.138.146.134,4634,dinesh,Logoff
1/4/2024 13:55,An account was logged off.,047.156.251.082,4625,dinesh,Logon
1/4/2024 13:56,An account was successfully logged on.,007.235.225.242,4634,suresh,LoginFailure
1/4/2024 13:57,An account failed to log on.,201.072.198.201,4625,kirtan,Logoff
1/4/2024 13:58,An account was logged off.,122.121.212.080,4634,kirtan,Logoff
1/4/2024 13:59,An account was logged off.,193.004.137.103,4624,Priyansh,Logoff
1/4/2024 14:00,An account was logged off.,066.173.109.010,4624,kirtan,Logon
1/4/2024 14:01,An account was successfully logged on.,157.062.096.096,4625,dinesh,LoginFailure
1/4/2024 14:02,An account failed to log on.,144.228.047.212,4625,suresh,LoginFailure
1/4/2024 14:03,An account failed to log on.,009.000.130.137,4634,kirtan,LoginFailure
1/4/2024 14:04,An account failed to log on.,170.165.086.186,4634,Priyansh,Logon
1/4/2024 14:05,An account was successfully logged on.,012.148.218.157,4634,pratham,LoginFailure
1/4/2024 14:06,An account failed to log on.,163.076.088.200,4634,vishal,LoginFailure
1/4/2024 14:07,An account failed to log on.,016.073.027.174,4634,Priyansh,Logon
1/4/2024 14:08,An account was successfully logged on.,226.191.066.151,4625,dinesh,Logoff
1/4/2024 14:09,An account was logged off.,225.073.233.071,4634,Priyansh,LoginFailure
1/4/2024 14:10,An account failed to log on.,150.106.048.156,4625,suresh,Logoff
1/4/2024 14:11,An account was logged off.,203.120.112.089,4625,vishal,LoginFailure
1/4/2024 14:12,An account failed to log on.,180.220.162.178,4624,pratham,Logon
1/4/2024 14:13,An account was successfully logged on.,011.178.255.194,4634,dinesh,Logoff
1/4/2024 14:14,An account was logged off.,025.068.100.245,4625,kirtan,LoginFailure
1/4/2024 14:15,An account failed to log on.,141.076.031.175,4625,ramesh,LoginFailure
1/4/2024 14:16,An account failed to log on.,255.201.083.114,4634,ramesh,LoginFailure
1/4/2024 14:17,An account failed to log on.,228.001.119.075,4634,ramesh,Logon
1/4/2024 14:18,An account was successfully logged on.,186.193.104.157,4624,dinesh,Logoff
1/4/2024 14:19,An account was logged off.,079.214.209.220,4634,dinesh,Logoff
1/4/2024 14:20,An account was logged off.,020.161.045.156,4624,kirtan,LoginFailure
1/4/2024 14:21,An account failed to log on.,023.252.038.174,4624,ramesh,LoginFailure
1/4/2024 14:22,An account failed to log on.,172.063.119.238,4625,ramesh,Logoff
1/4/2024 14:23,An account was logged off.,013.093.058.022,4624,ramesh,Logon
1/4/2024 14:24,An account was successfully logged on.,135.052.245.170,4634,suresh,Logoff
1/4/2024 14:25,An account was logged off.,034.079.026.202,4624,pratham,LoginFailure
1/4/2024 14:26,An account failed to log on.,075.175.240.109,4634,kirtan,Logoff
1/4/2024 14:27,An account was logged off.,051.190.063.098,4634,suresh,LoginFailure
1/4/2024 14:28,An account failed to log on.,137.093.105.216,4634,vishal,Logoff
1/4/2024 14:29,An account was logged off.,012.236.172.181,4634,dinesh,LoginFailure
1/4/2024 14:30,An account failed to log on.,040.017.152.036,4625,vishal,LoginFailure
1/4/2024 14:31,An account failed to log on.,008.058.148.021,4625,kirtan,LoginFailure
1/4/2024 14:32,An account failed to log on.,180.209.130.210,4625,kirtan,LoginFailure
1/4/2024 14:33,An account failed to log on.,223.254.218.094,4625,suresh,Logon
1/4/2024 14:34,An account was successfully logged on.,153.228.087.053,4625,Priyansh,LoginFailure
1/4/2024 14:35,An account failed to log on.,130.080.032.133,4624,kirtan,LoginFailure
1/4/2024 14:36,An account failed to log on.,233.013.224.103,4634,suresh,Logoff
1/4/2024 14:37,An account was logged off.,243.038.147.009,4625,Priyansh,Logon
1/4/2024 14:38,An account was successfully logged on.,077.094.241.134,4624,suresh,Logoff
1/4/2024 14:39,An account was logged off.,250.195.042.068,4634,kirtan,LoginFailure
1/4/2024 14:40,An account failed to log on.,226.200.049.139,4624,ramesh,Logoff
1/4/2024 14:41,An account was logged off.,081.230.154.049,4634,Priyansh,LoginFailure
1/4/2024 14:42,An account failed to log on.,186.219.050.216,4625,suresh,Logoff
1/4/2024 14:43,An account was logged off.,063.242.139.002,4634,dinesh,LoginFailure
1/4/2024 14:44,An account failed to log on.,039.033.193.238,4624,kirtan,Logoff
1/4/2024 14:45,An account was logged off.,173.024.190.025,4625,kirtan,Logon
1/4/2024 14:46,An account was successfully logged on.,048.212.219.016,4634,pratham,Logon
1/4/2024 14:47,An account was successfully logged on.,156.147.164.152,4634,ramesh,LoginFailure
1/4/2024 14:48,An account failed to log on.,036.102.166.161,4634,pratham,LoginFailure
1/4/2024 14:49,An account failed to log on.,171.116.229.149,4625,vishal,Logoff
1/4/2024 14:50,An account was logged off.,214.080.031.123,4634,Priyansh,Logoff
1/4/2024 14:51,An account was logged off.,064.079.104.025,4634,vishal,Logoff
1/4/2024 14:52,An account was logged off.,002.202.095.163,4625,pratham,Logoff
1/4/2024 14:53,An account was logged off.,151.053.120.007,4634,pratham,Logoff
1/4/2024 14:54,An account was logged off.,031.078.137.148,4634,ramesh,LoginFailure
1/4/2024 14:55,An account failed to log on.,156.172.012.136,4624,ramesh,Logoff
1/4/2024 14:56,An account was logged off.,101.042.083.192,4625,suresh,LoginFailure
1/4/2024 14:57,An account failed to log on.,236.144.055.147,4625,ramesh,LoginFailure
1/4/2024 14:58,An account failed to log on.,020.186.137.030,4634,kirtan,Logon
1/4/2024 14:59,An account was successfully logged on.,044.219.054.099,4625,suresh,Logoff
1/4/2024 15:00,An account was logged off.,172.003.255.091,4625,ramesh,LoginFailure
1/4/2024 15:01,An account failed to log on.,093.246.181.155,4624,ramesh,LoginFailure
1/4/2024 15:02,An account failed to log on.,061.088.125.205,4634,Priyansh,Logoff
1/4/2024 15:03,An account was logged off.,113.075.082.024,4625,dinesh,Logoff
1/4/2024 15:04,An account was logged off.,093.080.089.063,4634,dinesh,Logon
1/4/2024 15:05,An account was successfully logged on.,103.249.178.248,4634,vishal,Logoff
1/4/2024 15:06,An account was logged off.,084.186.186.178,4634,Priyansh,Logon
1/4/2024 15:07,An account was successfully logged on.,177.145.134.238,4634,dinesh,Logon
1/4/2024 15:08,An account was successfully logged on.,186.064.038.085,4625,kirtan,LoginFailure
1/4/2024 15:09,An account failed to log on.,205.234.227.019,4624,vishal,Logon
1/4/2024 15:10,An account was successfully logged on.,123.159.222.081,4634,kirtan,Logoff
1/4/2024 15:11,An account was logged off.,163.162.216.034,4625,kirtan,Logon
1/4/2024 15:12,An account was successfully logged on.,090.117.085.055,4624,ramesh,Logoff
1/4/2024 15:13,An account was logged off.,139.234.151.099,4634,pratham,Logoff
1/4/2024 15:14,An account was logged off.,056.112.039.255,4625,dinesh,Logoff
1/4/2024 15:15,An account was logged off.,039.056.226.123,4624,pratham,Logoff
1/4/2024 15:16,An account was logged off.,007.011.131.160,4634,suresh,LoginFailure
1/4/2024 15:17,An account failed to log on.,005.084.054.004,4625,suresh,LoginFailure
1/4/2024 15:18,An account failed to log on.,068.242.206.019,4624,vishal,LoginFailure
1/4/2024 15:19,An account failed to log on.,249.189.128.245,4625,suresh,LoginFailure
1/4/2024 15:20,An account failed to log on.,171.154.037.153,4625,Priyansh,LoginFailure
1/4/2024 15:21,An account failed to log on.,051.096.064.166,4624,dinesh,Logon
1/4/2024 15:22,An account was successfully logged on.,128.076.041.142,4625,pratham,Logoff
1/4/2024 15:23,An account was logged off.,053.151.032.174,4624,suresh,LoginFailure
1/4/2024 15:24,An account failed to log on.,033.165.225.191,4624,vishal,Logon
1/4/2024 15:25,An account was successfully logged on.,095.246.152.254,4634,vishal,Logoff
1/4/2024 15:26,An account was logged off.,118.203.039.131,4625,kirtan,Logon
1/4/2024 15:27,An account was successfully logged on.,121.210.249.182,4634,ramesh,Logoff
1/4/2024 15:28,An account was logged off.,091.121.113.253,4624,pratham,LoginFailure
1/4/2024 15:29,An account failed to log on.,174.229.026.183,4634,dinesh,Logoff
1/4/2024 15:30,An account was logged off.,135.228.210.176,4634,Priyansh,Logon
1/4/2024 15:31,An account was successfully logged on.,213.038.147.137,4624,kirtan,LoginFailure
1/4/2024 15:32,An account failed to log on.,084.185.197.070,4634,ramesh,Logoff
1/4/2024 15:33,An account was logged off.,094.190.082.233,4634,vishal,Logoff
1/4/2024 15:34,An account was logged off.,000.031.050.026,4634,pratham,Logoff
1/4/2024 15:35,An account was logged off.,087.009.244.014,4624,kirtan,LoginFailure
1/4/2024 15:36,An account failed to log on.,120.104.131.048,4625,ramesh,Logoff
1/4/2024 15:37,An account was logged off.,157.132.137.092,4634,suresh,Logoff
1/4/2024 15:38,An account was logged off.,080.200.212.158,4625,dinesh,LoginFailure
1/4/2024 15:39,An account failed to log on.,096.143.185.201,4634,ramesh,Logoff
1/4/2024 15:40,An account was logged off.,222.167.021.145,4625,ramesh,Logoff
1/4/2024 15:41,An account was logged off.,099.199.180.245,4634,Priyansh,Logon
1/4/2024 15:42,An account was successfully logged on.,021.200.151.032,4624,ramesh,LoginFailure
1/4/2024 15:43,An account failed to log on.,153.166.099.087,4634,pratham,LoginFailure
1/4/2024 15:44,An account failed to log on.,046.008.238.081,4634,suresh,Logoff
1/4/2024 15:45,An account was logged off.,047.205.075.148,4634,ramesh,LoginFailure
1/4/2024 15:46,An account failed to log on.,044.095.030.225,4634,suresh,LoginFailure
1/4/2024 15:47,An account failed to log on.,182.116.051.168,4625,ramesh,Logon
1/4/2024 15:48,An account was successfully logged on.,130.048.072.145,4624,ramesh,Logoff
1/4/2024 15:49,An account was logged off.,159.241.129.254,4634,ramesh,LoginFailure
1/4/2024 15:50,An account failed to log on.,249.136.098.134,4625,ramesh,Logoff
1/4/2024 15:51,An account was logged off.,191.166.213.207,4634,kirtan,Logoff
1/4/2024 15:52,An account was logged off.,090.133.179.141,4624,vishal,Logoff
1/4/2024 15:53,An account was logged off.,157.220.169.122,4625,kirtan,Logoff
1/4/2024 15:54,An account was logged off.,155.214.237.150,4624,ramesh,LoginFailure
1/4/2024 15:55,An account failed to log on.,086.003.153.208,4634,dinesh,Logon
1/4/2024 15:56,An account was successfully logged on.,205.120.164.072,4625,Priyansh,Logoff
1/4/2024 15:57,An account was logged off.,111.181.141.148,4625,vishal,LoginFailure
1/4/2024 15:58,An account failed to log on.,129.249.221.167,4634,dinesh,Logon
1/4/2024 15:59,An account was successfully logged on.,226.031.093.186,4624,ramesh,Logoff
1/4/2024 16:00,An account was logged off.,060.152.190.018,4634,ramesh,LoginFailure
1/4/2024 16:01,An account failed to log on.,243.148.052.243,4624,kirtan,Logon
1/4/2024 16:02,An account was successfully logged on.,247.252.242.203,4625,kirtan,Logoff
1/4/2024 16:03,An account was logged off.,067.146.016.176,4634,ramesh,LoginFailure
1/4/2024 16:04,An account failed to log on.,237.122.099.008,4634,vishal,Logon
1/4/2024 16:05,An account was successfully logged on.,173.062.024.068,4634,pratham,LoginFailure
1/4/2024 16:06,An account failed to log on.,148.144.208.072,4624,dinesh,LoginFailure
1/4/2024 16:07,An account failed to log on.,226.109.162.044,4634,dinesh,Logon
1/4/2024 16:08,An account was successfully logged on.,120.125.227.091,4625,suresh,LoginFailure
1/4/2024 16:09,An account failed to log on.,193.002.021.002,4634,pratham,Logon
1/4/2024 16:10,An account was successfully logged on.,214.124.007.057,4625,vishal,Logon
1/4/2024 16:11,An account was successfully logged on.,249.237.031.244,4634,ramesh,Logoff
1/4/2024 16:12,An account was logged off.,199.125.150.041,4634,pratham,LoginFailure
1/4/2024 16:13,An account failed to log on.,167.071.125.077,4624,suresh,Logoff
1/4/2024 16:14,An account was logged off.,053.173.151.198,4625,kirtan,Logon
1/4/2024 16:15,An account was successfully logged on.,027.236.030.186,4634,dinesh,Logoff
1/4/2024 16:16,An account was logged off.,017.117.062.023,4634,pratham,Logoff
1/4/2024 16:17,An account was logged off.,249.220.079.223,4625,kirtan,Logon
1/4/2024 16:18,An account was successfully logged on.,175.191.233.129,4625,pratham,Logoff
1/4/2024 16:19,An account was logged off.,039.161.201.143,4624,ramesh,Logoff
1/4/2024 16:20,An account was logged off.,168.080.246.041,4625,kirtan,Logoff
1/4/2024 16:21,An account was logged off.,193.096.066.228,4634,Priyansh,Logon
1/4/2024 16:22,An account was successfully logged on.,150.235.059.067,4624,pratham,LoginFailure
1/4/2024 16:23,An account failed to log on.,252.243.253.209,4634,Priyansh,Logoff
1/4/2024 16:24,An account was logged off.,153.040.065.199,4634,vishal,LoginFailure
1/4/2024 16:25,An account failed to log on.,211.044.238.071,4634,pratham,Logoff
1/4/2024 16:26,An account was logged off.,007.216.178.206,4634,ramesh,LoginFailure
1/4/2024 16:27,An account failed to log on.,071.181.069.130,4624,ramesh,Logoff
1/4/2024 16:28,An account was logged off.,035.234.008.176,4624,dinesh,Logon
1/4/2024 16:29,An account was successfully logged on.,105.125.101.170,4624,Priyansh,Logoff
1/4/2024 16:30,An account was logged off.,148.184.004.100,4634,suresh,Logoff
1/4/2024 16:31,An account was logged off.,149.006.128.208,4625,Priyansh,Logoff
1/4/2024 16:32,An account was logged off.,012.246.210.058,4634,ramesh,Logoff
1/4/2024 16:33,An account was logged off.,115.006.052.005,4634,vishal,LoginFailure
1/4/2024 16:34,An account failed to log on.,234.100.025.163,4634,Priyansh,Logon
1/4/2024 16:35,An account was successfully logged on.,201.170.079.207,4634,ramesh,Logoff
1/4/2024 16:36,An account was logged off.,062.124.062.153,4634,suresh,LoginFailure
1/4/2024 16:37,An account failed to log on.,220.077.237.176,4624,dinesh,Logoff
1/4/2024 16:38,An account was logged off.,152.214.198.059,4624,kirtan,Logon
1/4/2024 16:39,An account was successfully logged on.,178.080.116.037,4634,Priyansh,LoginFailure
1/4/2024 16:40,An account failed to log on.,207.085.230.079,4624,Priyansh,Logon
1/4/2024 16:41,An account was successfully logged on.,248.144.189.176,4634,kirtan,Logoff
1/4/2024 16:42,An account was logged off.,185.121.111.066,4625,suresh,LoginFailure
1/4/2024 16:43,An account failed to log on.,055.044.039.236,4624,pratham,LoginFailure
1/4/2024 16:44,An account failed to log on.,105.164.180.021,4634,suresh,Logoff
1/4/2024 16:45,An account was logged off.,159.088.165.120,4634,vishal,Logon
1/4/2024 16:46,An account was successfully logged on.,074.233.249.160,4634,dinesh,Logoff
1/4/2024 16:47,An account was logged off.,218.208.245.003,4625,ramesh,Logon
1/4/2024 16:48,An account was successfully logged on.,245.172.088.067,4625,dinesh,LoginFailure
1/4/2024 16:49,An account failed to log on.,018.145.119.105,4634,suresh,Logoff
1/4/2024 16:50,An account was logged off.,038.046.006.199,4634,pratham,Logoff
1/4/2024 16:51,An account was logged off.,134.241.018.027,4625,suresh,Logoff
1/4/2024 16:52,An account was logged off.,109.008.201.101,4634,pratham,Logon
1/4/2024 16:53,An account was successfully logged on.,078.049.255.109,4625,pratham,Logoff
1/4/2024 16:54,An account was logged off.,187.222.063.080,4634,vishal,LoginFailure
1/4/2024 16:55,An account failed to log on.,207.111.255.021,4625,dinesh,Logoff
1/4/2024 16:56,An account was logged off.,188.049.150.137,4624,dinesh,LoginFailure
1/4/2024 16:57,An account failed to log on.,133.183.239.196,4634,pratham,Logoff
1/4/2024 16:58,An account was logged off.,003.092.113.087,4634,Priyansh,Logoff
1/4/2024 16:59,An account was logged off.,174.067.074.224,4634,suresh,Logon
1/4/2024 17:00,An account was successfully logged on.,160.005.073.173,4634,suresh,LoginFailure
1/4/2024 17:01,An account failed to log on.,027.028.254.222,4625,dinesh,Logoff
1/4/2024 17:02,An account was logged off.,043.110.155.122,4634,ramesh,Logoff
1/4/2024 17:03,An account was logged off.,039.021.178.206,4634,suresh,LoginFailure
1/4/2024 17:04,An account failed to log on.,006.027.068.236,4634,dinesh,LoginFailure
1/4/2024 17:05,An account failed to log on.,088.182.046.035,4624,kirtan,Logon
1/4/2024 17:06,An account was successfully logged on.,181.134.025.072,4634,ramesh,LoginFailure
1/4/2024 17:07,An account failed to log on.,224.018.012.161,4634,Priyansh,Logoff
1/4/2024 17:08,An account was logged off.,076.218.101.114,4634,Priyansh,Logon
1/4/2024 17:09,An account was successfully logged on.,097.000.021.155,4625,Priyansh,Logoff
1/4/2024 17:10,An account was logged off.,100.217.050.105,4634,Priyansh,Logoff
1/4/2024 17:11,An account was logged off.,243.063.121.005,4634,kirtan,Logoff
1/4/2024 17:12,An account was logged off.,246.042.198.249,4624,dinesh,Logoff
1/4/2024 17:13,An account was logged off.,082.065.077.244,4625,pratham,Logon
1/4/2024 17:14,An account was successfully logged on.,192.093.225.005,4624,suresh,Logon
1/4/2024 17:15,An account was successfully logged on.,106.113.167.103,4634,suresh,Logon
