TimeStamp,Message,SourceIP,EventID,TargetUserName,Task
1/4/2024 11:33,An account failed to log on.,145.130.155.171,4634,Ram,LoginFailure
1/4/2024 11:34,An account was logged off.,231.175.043.220,4625,SKY$,logOff
1/4/2024 11:35,An account failed to log on.,043.023.182.023,4625,nimmi.adp,LoginFailure
1/4/2024 11:36,An account failed to log on.,032.124.040.136,4625,ram,LoginFailure
1/4/2024 11:37,An account was logged off.,063.201.195.009,4624,Ram,logOff
1/4/2024 11:38,An account was logged off.,075.223.078.004,4634,rekha.y,logOff
1/4/2024 11:39,An account was successfully logged on.,194.021.014.125,4624,nimmi.adp,LogOn
1/4/2024 11:40,An account was successfully logged on.,156.070.245.033,4634,Ram,LogOn
1/4/2024 11:41,An account failed to log on.,020.073.239.110,4634,Ram,LoginFailure
1/4/2024 11:42,An account was successfully logged on.,080.226.017.254,4625,rekha.y,LogOn
1/4/2024 11:43,An account was logged off.,116.040.024.129,4625,ram,logOff
1/4/2024 11:44,An account was logged off.,030.181.191.035,4624,nimmi.adp,logOff
1/4/2024 11:45,An account was successfully logged on.,207.181.090.065,4634,ram,LogOn
1/4/2024 11:46,An account was logged off.,091.049.124.017,4625,nimmi.adp,logOff
1/4/2024 11:47,An account failed to log on.,096.206.205.010,4634,RAHDELHI,LoginFailure
1/4/2024 11:48,An account failed to log on.,131.233.093.074,4625,ram,LoginFailure
1/4/2024 11:49,An account was logged off.,231.076.029.007,4634,nimmi.adp,logOff
1/4/2024 11:50,An account was logged off.,017.250.057.066,4625,RAHDELHI,logOff
1/4/2024 11:51,An account was logged off.,054.193.046.061,4634,SKY$,logOff
1/4/2024 11:52,An account failed to log on.,032.101.241.237,4634,nimmi.adp,LoginFailure
1/4/2024 11:53,An account was logged off.,242.076.080.126,4625,ram,logOff
1/4/2024 11:54,An account was logged off.,096.159.076.251,4634,arcsight,logOff
1/4/2024 11:55,An account was logged off.,229.169.143.105,4634,RAHDELHI,logOff
1/4/2024 11:56,An account was logged off.,241.011.255.025,4625,RAHDELHI,logOff
1/4/2024 11:57,An account was logged off.,197.187.070.209,4625,ram,logOff
1/4/2024 11:58,An account was successfully logged on.,185.208.157.153,4634,Ram,LogOn
1/4/2024 11:59,An account was logged off.,037.180.004.022,4625,Ram,logOff
1/4/2024 12:00,An account failed to log on.,073.245.211.124,4634,SKY$,LoginFailure
1/4/2024 12:01,An account failed to log on.,239.046.219.115,4634,SKY$,LoginFailure
1/4/2024 12:02,An account was logged off.,016.120.042.178,4625,RAHDELHI,logOff
1/4/2024 12:03,An account failed to log on.,176.027.206.161,4625,rekha.y,LoginFailure
1/4/2024 12:04,An account was logged off.,015.068.025.223,4634,ram,logOff
1/4/2024 12:05,An account failed to log on.,026.110.021.050,4634,rekha.y,LoginFailure
1/4/2024 12:06,An account failed to log on.,147.144.079.051,4625,rekha.y,LoginFailure
1/4/2024 12:07,An account was logged off.,188.021.132.034,4624,rekha.y,logOff
1/4/2024 12:08,An account failed to log on.,147.123.025.020,4634,ram,LoginFailure
1/4/2024 12:09,An account failed to log on.,031.000.074.154,4634,RAHDELHI,LoginFailure
1/4/2024 12:10,An account was logged off.,049.189.021.175,4634,rekha.y,logOff
1/4/2024 12:11,An account was logged off.,034.206.036.104,4625,ram,logOff
1/4/2024 12:12,An account was logged off.,170.060.100.130,4634,Ram,logOff
1/4/2024 12:13,An account failed to log on.,182.249.113.093,4624,Ram,LoginFailure
1/4/2024 12:14,An account failed to log on.,089.077.044.186,4624,Ram,LoginFailure
1/4/2024 12:15,An account was successfully logged on.,045.115.010.148,4634,rekha.y,LogOn
1/4/2024 12:16,An account was successfully logged on.,010.029.236.210,4625,nimmi.adp,LogOn
1/4/2024 12:17,An account was logged off.,074.240.041.089,4634,rekha.y,logOff
1/4/2024 12:18,An account was successfully logged on.,060.053.253.193,4625,nimmi.adp,LogOn
1/4/2024 12:19,An account failed to log on.,081.216.102.130,4625,rekha.y,LoginFailure
1/4/2024 12:20,An account was logged off.,225.151.030.146,4634,rekha.y,logOff
1/4/2024 12:21,An account failed to log on.,218.085.132.229,4625,arcsight,LoginFailure
1/4/2024 12:22,An account failed to log on.,230.233.027.199,4625,Ram,LoginFailure
1/4/2024 12:23,An account failed to log on.,036.080.069.100,4634,nimmi.adp,LoginFailure
1/4/2024 12:24,An account was successfully logged on.,006.085.129.100,4624,Ram,LogOn
1/4/2024 12:25,An account was logged off.,119.013.011.209,4625,rekha.y,logOff
1/4/2024 12:26,An account was successfully logged on.,006.112.131.162,4625,SKY$,LogOn
1/4/2024 12:27,An account was logged off.,029.237.137.167,4634,ram,logOff
1/4/2024 12:28,An account was logged off.,007.201.142.192,4634,nimmi.adp,logOff
1/4/2024 12:29,An account failed to log on.,074.024.079.006,4634,Ram,LoginFailure
1/4/2024 12:30,An account failed to log on.,092.107.011.140,4634,SKY$,LoginFailure
1/4/2024 12:31,An account was successfully logged on.,139.232.010.250,4625,RAHDELHI,LogOn
1/4/2024 12:32,An account was logged off.,017.092.094.049,4625,SKY$,logOff
1/4/2024 12:33,An account failed to log on.,157.069.123.171,4625,arcsight,LoginFailure
1/4/2024 12:34,An account was logged off.,178.049.155.189,4634,Ram,logOff
1/4/2024 12:35,An account failed to log on.,248.073.115.025,4634,RAHDELHI,LoginFailure
1/4/2024 12:36,An account was logged off.,110.090.086.078,4634,RAHDELHI,logOff
1/4/2024 12:37,An account failed to log on.,116.209.028.152,4634,rekha.y,LoginFailure
1/4/2024 12:38,An account was logged off.,158.249.221.065,4625,RAHDELHI,logOff
1/4/2024 12:39,An account was logged off.,071.059.184.075,4634,Ram,logOff
1/4/2024 12:40,An account failed to log on.,103.214.203.118,4634,Ram,LoginFailure
1/4/2024 12:41,An account was logged off.,252.124.235.121,4625,SKY$,logOff
1/4/2024 12:42,An account was logged off.,025.052.060.128,4634,RAHDELHI,logOff
1/4/2024 12:43,An account failed to log on.,092.233.204.168,4624,rekha.y,LoginFailure
1/4/2024 12:44,An account failed to log on.,078.036.128.224,4634,nimmi.adp,LoginFailure
1/4/2024 12:45,An account was logged off.,009.078.094.145,4625,Ram,logOff
1/4/2024 12:46,An account failed to log on.,129.105.027.252,4625,arcsight,LoginFailure
1/4/2024 12:47,An account was logged off.,215.195.163.045,4634,arcsight,logOff
1/4/2024 12:48,An account was logged off.,203.249.068.063,4634,rekha.y,logOff
1/4/2024 12:49,An account failed to log on.,249.075.089.240,4634,Ram,LoginFailure
1/4/2024 12:50,An account failed to log on.,068.240.185.064,4634,RAHDELHI,LoginFailure
1/4/2024 12:51,An account was logged off.,196.223.049.119,4625,SKY$,logOff
1/4/2024 12:52,An account was logged off.,087.036.156.084,4625,arcsight,logOff
1/4/2024 12:53,An account failed to log on.,221.213.114.049,4625,SKY$,LoginFailure
1/4/2024 12:54,An account was successfully logged on.,146.253.161.080,4634,nimmi.adp,LogOn
1/4/2024 12:55,An account was logged off.,077.055.195.207,4634,RAHDELHI,logOff
1/4/2024 12:56,An account was logged off.,246.195.191.178,4634,SKY$,logOff
1/4/2024 12:57,An account was logged off.,156.126.079.091,4625,arcsight,logOff
1/4/2024 12:58,An account failed to log on.,068.122.038.025,4634,Ram,LoginFailure
1/4/2024 12:59,An account was logged off.,019.002.172.061,4634,Ram,logOff
1/4/2024 13:00,An account was successfully logged on.,146.217.236.038,4625,arcsight,LogOn
1/4/2024 13:01,An account was successfully logged on.,251.169.083.108,4625,SKY$,LogOn
1/4/2024 13:02,An account was logged off.,168.144.159.255,4634,nimmi.adp,logOff
1/4/2024 13:03,An account failed to log on.,111.063.135.038,4634,arcsight,LoginFailure
1/4/2024 13:04,An account was logged off.,006.030.165.110,4634,Ram,logOff
1/4/2024 13:05,An account failed to log on.,102.048.177.001,4625,arcsight,LoginFailure
1/4/2024 13:06,An account failed to log on.,246.086.093.089,4634,Ram,LoginFailure
1/4/2024 13:07,An account was logged off.,103.077.190.253,4634,Ram,logOff
1/4/2024 13:08,An account failed to log on.,028.132.039.039,4625,RAHDELHI,LoginFailure
1/4/2024 13:09,An account failed to log on.,089.243.150.110,4634,Ram,LoginFailure
1/4/2024 13:10,An account was logged off.,224.045.046.072,4634,nimmi.adp,logOff
1/4/2024 13:11,An account was successfully logged on.,003.214.099.063,4625,ram,LogOn
1/4/2024 13:12,An account failed to log on.,022.022.014.010,4634,Ram,LoginFailure
1/4/2024 13:13,An account failed to log on.,079.109.239.029,4634,arcsight,LoginFailure
1/4/2024 13:14,An account was logged off.,205.182.025.000,4624,rekha.y,logOff
1/4/2024 13:15,An account was logged off.,133.214.000.044,4625,Ram,logOff
1/4/2024 13:16,An account was logged off.,190.113.130.173,4624,SKY$,logOff
1/4/2024 13:17,An account was logged off.,120.080.001.118,4625,arcsight,logOff
1/4/2024 13:18,An account failed to log on.,142.137.114.136,4625,nimmi.adp,LoginFailure
1/4/2024 13:19,An account failed to log on.,147.129.138.202,4625,rekha.y,LoginFailure
1/4/2024 13:20,An account failed to log on.,220.031.128.171,4625,RAHDELHI,LoginFailure
1/4/2024 13:21,An account was logged off.,115.014.116.061,4625,Ram,logOff
1/4/2024 13:22,An account was logged off.,173.192.019.093,4634,RAHDELHI,logOff
1/4/2024 13:23,An account was logged off.,142.155.187.137,4624,rekha.y,logOff
1/4/2024 13:24,An account was logged off.,033.102.123.094,4624,SKY$,logOff
1/4/2024 13:25,An account failed to log on.,003.219.008.247,4624,RAHDELHI,LoginFailure
1/4/2024 13:26,An account was logged off.,124.109.198.048,4624,Ram,logOff
1/4/2024 13:27,An account was logged off.,129.041.024.050,4625,ram,logOff
1/4/2024 13:28,An account failed to log on.,191.159.212.190,4625,Ram,LoginFailure
1/4/2024 13:29,An account was logged off.,098.085.145.019,4625,RAHDELHI,logOff
1/4/2024 13:30,An account was successfully logged on.,134.072.164.247,4634,ram,LogOn
1/4/2024 13:31,An account was logged off.,077.181.211.055,4634,ram,logOff
1/4/2024 13:32,An account failed to log on.,195.182.081.030,4634,ram,LoginFailure
1/4/2024 13:33,An account failed to log on.,133.222.030.067,4634,nimmi.adp,LoginFailure
1/4/2024 13:34,An account was logged off.,149.196.176.118,4624,arcsight,logOff
1/4/2024 13:35,An account was logged off.,115.015.010.115,4625,RAHDELHI,logOff
1/4/2024 13:36,An account was logged off.,077.204.017.193,4634,arcsight,logOff
1/4/2024 13:37,An account was logged off.,092.064.180.226,4625,ram,logOff
1/4/2024 13:38,An account failed to log on.,014.037.231.199,4625,arcsight,LoginFailure
1/4/2024 13:39,An account failed to log on.,235.189.153.145,4624,SKY$,LoginFailure
1/4/2024 13:40,An account failed to log on.,079.175.205.192,4634,ram,LoginFailure
1/4/2024 13:41,An account was logged off.,014.136.086.238,4625,rekha.y,logOff
1/4/2024 13:42,An account was logged off.,136.121.251.251,4625,nimmi.adp,logOff
1/4/2024 13:43,An account was logged off.,085.208.126.241,4625,rekha.y,logOff
1/4/2024 13:44,An account failed to log on.,193.072.148.027,4634,RAHDELHI,LoginFailure
1/4/2024 13:45,An account was logged off.,217.198.067.229,4625,rekha.y,logOff
1/4/2024 13:46,An account was logged off.,001.032.027.224,4624,SKY$,logOff
1/4/2024 13:47,An account failed to log on.,240.049.092.146,4634,SKY$,LoginFailure
1/4/2024 13:48,An account failed to log on.,062.146.210.096,4634,rekha.y,LoginFailure
1/4/2024 13:49,An account was logged off.,050.013.015.217,4634,arcsight,logOff
1/4/2024 13:50,An account was logged off.,226.088.114.049,4624,nimmi.adp,logOff
1/4/2024 13:51,An account was logged off.,011.202.086.250,4625,SKY$,logOff
1/4/2024 13:52,An account failed to log on.,144.024.218.231,4634,rekha.y,LoginFailure
1/4/2024 13:53,An account was logged off.,054.012.104.229,4634,Ram,logOff
1/4/2024 13:54,An account was logged off.,111.174.018.234,4634,arcsight,logOff
1/4/2024 13:55,An account failed to log on.,203.014.210.014,4634,rekha.y,LoginFailure
1/4/2024 13:56,An account was logged off.,023.067.154.221,4634,SKY$,logOff
1/4/2024 13:57,An account was logged off.,229.202.227.083,4624,Ram,logOff
1/4/2024 13:58,An account failed to log on.,234.013.058.223,4634,arcsight,LoginFailure
1/4/2024 13:59,An account was logged off.,239.146.170.206,4634,arcsight,logOff
1/4/2024 14:00,An account was logged off.,141.196.198.120,4624,rekha.y,logOff
1/4/2024 14:01,An account was successfully logged on.,062.152.104.191,4625,nimmi.adp,LogOn
1/4/2024 14:02,An account failed to log on.,134.211.219.110,4624,SKY$,LoginFailure
1/4/2024 14:03,An account was successfully logged on.,211.095.172.048,4634,ram,LogOn
1/4/2024 14:04,An account failed to log on.,098.016.190.135,4634,rekha.y,LoginFailure
1/4/2024 14:05,An account failed to log on.,032.101.017.236,4634,rekha.y,LoginFailure
1/4/2024 14:06,An account failed to log on.,049.228.112.229,4634,arcsight,LoginFailure
1/4/2024 14:07,An account failed to log on.,154.122.137.012,4624,RAHDELHI,LoginFailure
1/4/2024 14:08,An account failed to log on.,210.100.079.022,4634,arcsight,LoginFailure
1/4/2024 14:09,An account was logged off.,235.220.195.184,4634,ram,logOff
1/4/2024 14:10,An account was successfully logged on.,066.098.250.174,4625,SKY$,LogOn
1/4/2024 14:11,An account was successfully logged on.,152.138.250.013,4625,Ram,LogOn
1/4/2024 14:12,An account was successfully logged on.,202.037.050.087,4625,rekha.y,LogOn
1/4/2024 14:13,An account was successfully logged on.,156.125.228.206,4634,nimmi.adp,LogOn
1/4/2024 14:14,An account failed to log on.,212.007.137.242,4634,SKY$,LoginFailure
1/4/2024 14:15,An account failed to log on.,127.035.096.055,4625,arcsight,LoginFailure
1/4/2024 14:16,An account failed to log on.,226.187.059.186,4634,ram,LoginFailure
1/4/2024 14:17,An account was logged off.,246.232.062.251,4625,rekha.y,logOff
1/4/2024 14:18,An account was logged off.,192.010.078.079,4634,ram,logOff
1/4/2024 14:19,An account was logged off.,246.164.116.248,4634,Ram,logOff
1/4/2024 14:20,An account was logged off.,212.021.127.023,4634,RAHDELHI,logOff
1/4/2024 14:21,An account was successfully logged on.,236.023.181.049,4634,ram,LogOn
1/4/2024 14:22,An account failed to log on.,114.060.036.182,4625,SKY$,LoginFailure
1/4/2024 14:23,An account was logged off.,211.114.071.180,4634,rekha.y,logOff
1/4/2024 14:24,An account failed to log on.,208.094.154.121,4625,RAHDELHI,LoginFailure
1/4/2024 14:25,An account failed to log on.,027.013.079.224,4625,RAHDELHI,LoginFailure
1/4/2024 14:26,An account was successfully logged on.,126.131.229.103,4625,rekha.y,LogOn
1/4/2024 14:27,An account was logged off.,217.131.139.002,4634,ram,logOff
1/4/2024 14:28,An account failed to log on.,216.221.200.192,4625,RAHDELHI,LoginFailure
1/4/2024 14:29,An account failed to log on.,027.010.091.060,4634,RAHDELHI,LoginFailure
1/4/2024 14:30,An account failed to log on.,225.143.138.009,4634,ram,LoginFailure
1/4/2024 14:31,An account was logged off.,149.216.040.117,4634,RAHDELHI,logOff
1/4/2024 14:32,An account failed to log on.,136.081.036.163,4625,nimmi.adp,LoginFailure
1/4/2024 14:33,An account was successfully logged on.,255.211.192.166,4624,ram,LogOn
1/4/2024 14:34,An account was logged off.,136.067.169.231,4625,rekha.y,logOff
1/4/2024 14:35,An account was logged off.,180.230.021.106,4625,ram,logOff
1/4/2024 14:36,An account was logged off.,014.123.162.054,4625,arcsight,logOff
1/4/2024 14:37,An account was successfully logged on.,055.196.017.202,4634,RAHDELHI,LogOn
1/4/2024 14:38,An account failed to log on.,070.143.010.008,4625,Ram,LoginFailure
1/4/2024 14:39,An account was logged off.,129.100.008.210,4634,SKY$,logOff
1/4/2024 14:40,An account was logged off.,160.151.049.028,4634,arcsight,logOff
1/4/2024 14:41,An account was logged off.,074.192.147.102,4634,Ram,logOff
1/4/2024 14:42,An account was logged off.,160.232.175.221,4634,SKY$,logOff
1/4/2024 14:43,An account was logged off.,123.125.167.185,4634,Ram,logOff
1/4/2024 14:44,An account was successfully logged on.,065.202.222.176,4625,ram,LogOn
1/4/2024 14:45,An account was logged off.,191.082.161.093,4625,RAHDELHI,logOff
1/4/2024 14:46,An account was logged off.,050.239.173.124,4634,ram,logOff
1/4/2024 14:47,An account was successfully logged on.,238.186.248.151,4624,arcsight,LogOn
1/4/2024 14:48,An account failed to log on.,178.022.010.164,4634,Ram,LoginFailure
1/4/2024 14:49,An account was successfully logged on.,049.098.211.169,4634,nimmi.adp,LogOn
1/4/2024 14:50,An account was logged off.,200.179.073.152,4634,SKY$,logOff
1/4/2024 14:51,An account was logged off.,099.122.027.035,4625,nimmi.adp,logOff
1/4/2024 14:52,An account was logged off.,160.235.144.110,4625,SKY$,logOff
1/4/2024 14:53,An account was logged off.,141.237.201.123,4634,RAHDELHI,logOff
1/4/2024 14:54,An account was successfully logged on.,182.036.219.180,4625,RAHDELHI,LogOn
1/4/2024 14:55,An account was logged off.,097.044.121.013,4634,ram,logOff
1/4/2024 14:56,An account was logged off.,136.225.189.217,4624,arcsight,logOff
1/4/2024 14:57,An account failed to log on.,149.148.129.224,4625,RAHDELHI,LoginFailure
1/4/2024 14:58,An account failed to log on.,148.149.242.243,4634,SKY$,LoginFailure
1/4/2024 14:59,An account failed to log on.,117.006.202.000,4624,nimmi.adp,LoginFailure
1/4/2024 15:00,An account was logged off.,240.208.192.084,4634,SKY$,logOff
1/4/2024 15:01,An account was logged off.,083.144.176.022,4625,RAHDELHI,logOff
1/4/2024 15:02,An account failed to log on.,010.117.168.143,4625,SKY$,LoginFailure
1/4/2024 15:03,An account was logged off.,208.136.160.226,4634,RAHDELHI,logOff
1/4/2024 15:04,An account failed to log on.,068.157.084.094,4634,RAHDELHI,LoginFailure
1/4/2024 15:05,An account was logged off.,223.020.101.209,4624,ram,logOff
1/4/2024 15:06,An account was logged off.,214.192.086.014,4625,ram,logOff
1/4/2024 15:07,An account was logged off.,143.225.171.160,4634,nimmi.adp,logOff
1/4/2024 15:08,An account was logged off.,213.051.189.050,4634,nimmi.adp,logOff
1/4/2024 15:09,An account failed to log on.,152.102.216.043,4634,arcsight,LoginFailure
1/4/2024 15:10,An account was logged off.,102.107.128.060,4625,SKY$,logOff
1/4/2024 15:11,An account failed to log on.,144.077.175.253,4634,SKY$,LoginFailure
1/4/2024 15:12,An account failed to log on.,099.054.049.236,4634,arcsight,LoginFailure
1/4/2024 15:13,An account failed to log on.,086.189.205.067,4634,rekha.y,LoginFailure
1/4/2024 15:14,An account was logged off.,187.149.248.074,4625,arcsight,logOff
1/4/2024 15:15,An account failed to log on.,204.139.078.197,4624,RAHDELHI,LoginFailure
1/4/2024 15:16,An account was logged off.,071.023.136.184,4624,SKY$,logOff
1/4/2024 15:17,An account was logged off.,044.032.051.111,4634,arcsight,logOff
1/4/2024 15:18,An account was logged off.,151.138.168.047,4624,SKY$,logOff
1/4/2024 15:19,An account failed to log on.,091.254.126.046,4634,ram,LoginFailure
1/4/2024 15:20,An account was successfully logged on.,238.068.235.196,4625,Ram,LogOn
1/4/2024 15:21,An account failed to log on.,119.054.247.027,4625,arcsight,LoginFailure
1/4/2024 15:22,An account failed to log on.,088.067.067.154,4624,nimmi.adp,LoginFailure
1/4/2024 15:23,An account failed to log on.,158.127.253.056,4634,Ram,LoginFailure
1/4/2024 15:24,An account was logged off.,011.185.129.150,4625,arcsight,logOff
1/4/2024 15:25,An account failed to log on.,071.106.211.127,4634,nimmi.adp,LoginFailure
1/4/2024 15:26,An account was logged off.,249.218.169.246,4624,SKY$,logOff
1/4/2024 15:27,An account was logged off.,141.223.136.166,4625,Ram,logOff
1/4/2024 15:28,An account was logged off.,243.154.071.146,4634,Ram,logOff
1/4/2024 15:29,An account was logged off.,045.186.010.250,4625,Ram,logOff
1/4/2024 15:30,An account was logged off.,046.200.093.246,4634,arcsight,logOff
1/4/2024 15:31,An account failed to log on.,175.114.021.212,4625,RAHDELHI,LoginFailure
1/4/2024 15:32,An account failed to log on.,126.167.152.056,4624,rekha.y,LoginFailure
1/4/2024 15:33,An account was logged off.,206.239.049.221,4634,nimmi.adp,logOff
1/4/2024 15:34,An account was successfully logged on.,151.185.093.007,4624,rekha.y,LogOn
1/4/2024 15:35,An account was logged off.,029.135.202.132,4625,RAHDELHI,logOff
1/4/2024 15:36,An account was logged off.,154.003.044.052,4625,RAHDELHI,logOff
1/4/2024 15:37,An account was logged off.,098.109.057.106,4625,rekha.y,logOff
1/4/2024 15:38,An account failed to log on.,178.017.160.093,4624,RAHDELHI,LoginFailure
1/4/2024 15:39,An account failed to log on.,094.155.098.232,4634,ram,LoginFailure
1/4/2024 15:40,An account was logged off.,160.019.084.141,4634,RAHDELHI,logOff
1/4/2024 15:41,An account failed to log on.,090.121.038.069,4625,Ram,LoginFailure
1/4/2024 15:42,An account was logged off.,076.138.224.113,4624,ram,logOff
1/4/2024 15:43,An account was successfully logged on.,050.072.121.049,4624,ram,LogOn
1/4/2024 15:44,An account failed to log on.,087.157.073.010,4624,rekha.y,LoginFailure
1/4/2024 15:45,An account was logged off.,234.238.225.055,4634,Ram,logOff
1/4/2024 15:46,An account was successfully logged on.,223.218.028.063,4625,arcsight,LogOn
1/4/2024 15:47,An account was logged off.,218.228.183.025,4625,arcsight,logOff
1/4/2024 15:48,An account failed to log on.,168.034.215.194,4634,SKY$,LoginFailure
1/4/2024 15:49,An account failed to log on.,230.197.148.097,4625,Ram,LoginFailure
1/4/2024 15:50,An account was logged off.,117.153.074.149,4625,Ram,logOff
1/4/2024 15:51,An account was logged off.,224.049.223.125,4625,rekha.y,logOff
1/4/2024 15:52,An account was successfully logged on.,171.078.130.091,4625,Ram,LogOn
1/4/2024 15:53,An account failed to log on.,161.009.164.030,4634,RAHDELHI,LoginFailure
1/4/2024 15:54,An account was logged off.,213.227.006.097,4634,rekha.y,logOff
1/4/2024 15:55,An account was logged off.,083.199.133.217,4634,arcsight,logOff
1/4/2024 15:56,An account was logged off.,011.125.193.079,4634,Ram,logOff
1/4/2024 15:57,An account failed to log on.,237.121.051.205,4634,ram,LoginFailure
1/4/2024 15:58,An account was logged off.,140.061.050.071,4624,nimmi.adp,logOff
1/4/2024 15:59,An account was logged off.,049.042.153.062,4634,Ram,logOff
1/4/2024 16:00,An account was logged off.,138.044.219.055,4624,Ram,logOff
1/4/2024 16:01,An account failed to log on.,004.029.102.079,4634,rekha.y,LoginFailure
1/4/2024 16:02,An account was successfully logged on.,183.169.142.058,4634,nimmi.adp,LogOn
1/4/2024 16:03,An account was successfully logged on.,205.190.007.176,4625,RAHDELHI,LogOn
1/4/2024 16:04,An account was logged off.,175.117.074.144,4634,Ram,logOff
1/4/2024 16:05,An account was successfully logged on.,084.253.010.239,4625,nimmi.adp,LogOn
1/4/2024 16:06,An account was logged off.,164.071.081.148,4624,SKY$,logOff
1/4/2024 16:07,An account failed to log on.,109.138.224.131,4625,ram,LoginFailure
1/4/2024 16:08,An account failed to log on.,092.084.247.130,4625,rekha.y,LoginFailure
1/4/2024 16:09,An account was successfully logged on.,222.003.204.096,4625,ram,LogOn
1/4/2024 16:10,An account was logged off.,041.170.216.211,4624,Ram,logOff
1/4/2024 16:11,An account failed to log on.,143.120.193.204,4625,arcsight,LoginFailure
1/4/2024 16:12,An account was logged off.,096.125.242.014,4624,rekha.y,logOff
1/4/2024 16:13,An account was successfully logged on.,030.204.042.155,4634,Ram,LogOn
1/4/2024 16:14,An account failed to log on.,250.213.064.135,4625,rekha.y,LoginFailure
1/4/2024 16:15,An account was logged off.,226.225.032.109,4634,ram,logOff
1/4/2024 16:16,An account failed to log on.,068.026.082.042,4624,ram,LoginFailure
1/4/2024 16:17,An account was logged off.,060.165.171.117,4625,Ram,logOff
1/4/2024 16:18,An account failed to log on.,213.212.174.246,4624,Ram,LoginFailure
1/4/2024 16:19,An account was successfully logged on.,097.026.024.158,4625,RAHDELHI,LogOn
1/4/2024 16:20,An account was logged off.,251.194.206.091,4625,SKY$,logOff
1/4/2024 16:21,An account was successfully logged on.,162.114.067.055,4624,ram,LogOn
1/4/2024 16:22,An account failed to log on.,206.198.106.048,4634,SKY$,LoginFailure
1/4/2024 16:23,An account failed to log on.,246.236.002.135,4625,rekha.y,LoginFailure
1/4/2024 16:24,An account failed to log on.,031.180.077.076,4634,Ram,LoginFailure
1/4/2024 16:25,An account was successfully logged on.,067.142.014.058,4624,Ram,LogOn
1/4/2024 16:26,An account was logged off.,052.066.023.010,4625,RAHDELHI,logOff
1/4/2024 16:27,An account was logged off.,225.137.163.166,4634,rekha.y,logOff
1/4/2024 16:28,An account failed to log on.,050.029.022.187,4634,arcsight,LoginFailure
1/4/2024 16:29,An account was successfully logged on.,192.206.192.126,4625,nimmi.adp,LogOn
1/4/2024 16:30,An account was successfully logged on.,170.191.201.089,4634,rekha.y,LogOn
1/4/2024 16:31,An account was successfully logged on.,007.253.132.255,4625,ram,LogOn
1/4/2024 16:32,An account was logged off.,145.165.177.253,4625,SKY$,logOff
1/4/2024 16:33,An account failed to log on.,150.006.230.032,4625,ram,LoginFailure
1/4/2024 16:34,An account failed to log on.,066.229.012.155,4634,arcsight,LoginFailure
1/4/2024 16:35,An account was logged off.,115.179.189.020,4624,rekha.y,logOff
1/4/2024 16:36,An account failed to log on.,118.103.137.045,4624,Ram,LoginFailure
1/4/2024 16:37,An account failed to log on.,072.035.175.141,4624,SKY$,LoginFailure
1/4/2024 16:38,An account failed to log on.,167.030.231.252,4625,ram,LoginFailure
1/4/2024 16:39,An account failed to log on.,087.071.249.193,4625,Ram,LoginFailure
1/4/2024 16:40,An account was logged off.,251.138.018.225,4625,nimmi.adp,logOff
1/4/2024 16:41,An account was logged off.,254.173.000.153,4624,ram,logOff
1/4/2024 16:42,An account was logged off.,201.094.066.001,4634,ram,logOff
1/4/2024 16:43,An account was logged off.,177.042.245.010,4625,arcsight,logOff
1/4/2024 16:44,An account was logged off.,104.184.032.234,4625,rekha.y,logOff
1/4/2024 16:45,An account was successfully logged on.,018.244.026.022,4625,RAHDELHI,LogOn
1/4/2024 16:46,An account was logged off.,019.223.141.095,4625,nimmi.adp,logOff
1/4/2024 16:47,An account was successfully logged on.,021.159.098.021,4624,rekha.y,LogOn
1/4/2024 16:48,An account was logged off.,008.118.174.188,4625,rekha.y,logOff
1/4/2024 16:49,An account was logged off.,024.040.226.220,4625,ram,logOff
1/4/2024 16:50,An account failed to log on.,251.200.190.163,4634,RAHDELHI,LoginFailure
1/4/2024 16:51,An account was logged off.,224.230.132.152,4625,ram,logOff
1/4/2024 16:52,An account failed to log on.,246.062.196.111,4624,arcsight,LoginFailure
1/4/2024 16:53,An account was successfully logged on.,191.031.006.045,4625,nimmi.adp,LogOn
1/4/2024 16:54,An account failed to log on.,099.051.142.211,4624,RAHDELHI,LoginFailure
1/4/2024 16:55,An account failed to log on.,161.195.048.187,4634,Ram,LoginFailure
1/4/2024 16:56,An account failed to log on.,047.138.115.155,4634,arcsight,LoginFailure
1/4/2024 16:57,An account was successfully logged on.,214.231.026.103,4624,Ram,LogOn
1/4/2024 16:58,An account failed to log on.,088.168.100.038,4625,RAHDELHI,LoginFailure
1/4/2024 16:59,An account was successfully logged on.,069.049.074.115,4625,Ram,LogOn
1/4/2024 17:00,An account was logged off.,024.178.139.088,4634,nimmi.adp,logOff
1/4/2024 17:01,An account failed to log on.,074.083.233.175,4634,Ram,LoginFailure
1/4/2024 17:02,An account was logged off.,222.120.251.194,4634,RAHDELHI,logOff
1/4/2024 17:03,An account was successfully logged on.,185.082.138.064,4624,rekha.y,LogOn
1/4/2024 17:04,An account failed to log on.,052.028.109.028,4634,RAHDELHI,LoginFailure
1/4/2024 17:05,An account was successfully logged on.,225.145.229.114,4625,SKY$,LogOn
1/4/2024 17:06,An account failed to log on.,226.144.105.004,4625,rekha.y,LoginFailure
1/4/2024 17:07,An account failed to log on.,192.051.083.212,4625,RAHDELHI,LoginFailure
